#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_IN_001;A sufi merchant has arrived from Arabia. His ship is severely damaged and carries rare goods. His crew are divided weither it was Sea Monsters or the Ocean trade winds that caused the damage.;Le confucianisme est une religion diverse comportant quatre branches principales : le ren, le li, le zhong et le xiao. Lorsque vous vous convertissez, vous devez choisir une de ces branches.;Konfuzianismus ist eine vielfältige Religion mit vier Hauptzweigen: Ren, Li, Zhong und Xiao. Wenn Ihr konvertiert, könnt Ihr einen davon auswählen.;;El confucianismo es un religión variada con cuatro ramas principales: Ren, Li, Zhong y Xiao. Cuando te conviertes, debes elegir una.;;;;;;;;;x;;;;;;;;;;;;
EVTTITLE_IN_001;The ship;;;;;;;;;;;;;x
EVTDESC_IN_075.6;Sunset is really down lately, you've thrown him toys and he doesn't even rip them to shreds anymore.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_075;You're a lame dragon!;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_075;It's time to release him into the wild.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_075;It's time to send my dragon back home.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_075;Let's get him a dragoness.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_076;4 soldiers have died in the acquisition of your new pet. There is distant rumble about crown excesses.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_076;I deserve it.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_076;I will compensate.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_076;They are my pets too.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_076;I want to write a masterpiece.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_077;Your new pet is caught. But two watchmen have died from its poison, your marshal is ill from trying to suck the poison out of his friend's leg.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_077;Give him a sum in case of the worst.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_077;Physician!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_077;Death is part of the profession.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_079;Your new pet is caught. The marshal has a story to tell how they caught the lizard.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_079;Superb.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_079;If only you could catch other generals.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_079;You couldn't wrestle a panda, what are you saying?;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_078.1;Your new pet seems to delight Watchful. They play fought for days and now are friendly.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_078.2;China is enthralled with his new companion..;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_078.3;Tricky is still playfighting with his new friend. He seems to have less fight in him than his female counterpart;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_078.4;The new dragon excites Pepper who has tried to seduce her. The other dragon seems older than him and not interested.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_078.5;Komodo and the new dragon are getting along like a house on fire.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_078.6;Sunset is has abandoned his toys and is thankful for his new play thing.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_078;You deserve it.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_078;Maybe I should release them into the wild.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_078;It's time to send my dragon back home.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_078;Let's get him a dragoness.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_080.1;Watchful is ill, he barely eats and his eyes are red.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_080.2;China is ill, he barely eats and his eyes are red.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_080.3;Tricky is ill, he barely eats and his eyes are red.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_080.4;Pepper is ill, he barely eats and his eyes are red.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_080.5;Komodo is ill, he barely eats and his eyes are red.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_080.6;Sunset is ill, he barely eats and his eyes are red.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_080;Send for the physician.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_080;End his misery.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_080;Pray to __________.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_080;Maybe he is nurturing his inner fire.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_081.1;The physician says your dragon is playing a trick. Soon he will pretend to die and turn invisible.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_081.2;The physician mutters that your dragon has cancer and his time has come.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_081.3;Your physician says due to constelational shifts, your pet has been viewed as sacreligious and they sent a plauge on it.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_081.4;Your physician says Pepper is poisoned from his own spit and sadly there is little to be done.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_081.5;Your physician says Komodo is depressed from captivity and is ashamed of his title of beast.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_081.6;Your physician says your dragon has converted to Buddhism and is ashamed of his past deeds, hoping to reach a higher state next life.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_081;I accept your judgement.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_081;I will supervise you inspecting him.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_081;Pray to __________.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_081;I will release him.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_082.1;Watchful has recovered and is catching up on all the buffalo he missed.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_082.2;China is now a healthy dragon, His name should be Lucky;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_082.3;Tricky true to his name has convinced the grim reaper to look the other way. He is again your graceful, powerful mirror image of yourself.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_082.4;Pepper has stopped coughing and now feasts on piglets and has learned his lesson to not eat decomposed carcasses.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_082.5;Komodo seems to have recovered, he is simply laying there but turns up at meal time.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_082.6;Sunset seems like a brand new serpant as he chomps cattle without fret.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_082;Thank heavens!;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_083.1;After many fine years converting skeptics into belivers Watchful has passed into the dragon lands. Time indeed is a cruel master and you decide where Watchful should be buried.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_083.2;After many fine years converting skeptics into belivers China has passed into the dragon lands. Time indeed is a cruel master and you decide where China should be buried.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_083.3;After many fine years converting skeptics into belivers Tricky has passed into the dragon lands. Time indeed is a cruel master and you decide where Tricky should be buried.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_083.4;After many fine years converting skeptics into belivers Pepper has passed into the dragon lands. Time indeed is a cruel master and you decide where Pepper should be buried.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_083.5;After many fine years converting skeptics into belivers Komodo has passed into the dragon lands. Time indeed is a cruel master and you decide where Komodo should be buried.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_083.6;After many fine years converting skeptics into belivers Sunset has passed into the dragon lands. Time indeed is a cruel master and you decide where Sunset should be buried.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_083;Bury him on Dragon Island;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_083;Grant him a state funeral;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_083;Preserve him and place him near the fire.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_IN_090_China;[Root.job_spiritual.GetTitledFirstName] reports that a group of potters that call him patron have been dabbling in Neo-Confucian beliefs. Despite their talents, their religious innovations are very dangerous.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_090_China;It is of no consequence;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_090_China;Exile any contaminated village.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_091_India;[Root.job_treasurer.GetTitledFirstName] reports that a sorry group of refugees have arrived from China. Some are merely infants but others are master craftsmen, knowledgable in the latest arts.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_091_India;Welcome!;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_091_India;We will take your leader as hostage.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_091_India;You must drop your beliefs.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_091_India;Good luck in your travels.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_091;[Root.job_treasurer.GetTitledFirstName] reports that a sorry group of refugees have arrived by boat from China. Some are merely infants but others are master craftsmen, knowledgable in the latest arts.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_091;Welcome!;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_091;We will take your leader as hostage.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_091;You must drop your beliefs.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_091;Good luck in your travels.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_092;Our Chinese refugees have developed a sub-community that in the last 40 years has blossomed. The local community has identified themselves according to the successful, unique principles they have brought.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_092;I see;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_092;Our Chinese refugees, through hard work have gained a stranglehold in the _________ market. The local community hates them but still cuts their hair at their shops and buy goods at their stalls.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_092;This is dangerous.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_095;You arrive one day to your council to see [Root.job_steward.GetTitledFirstName] and [Root.job_chancellor.GetTitledFirstName] shouting at each other. You ask them to explain themselves and [Root.job_chancellor.GetTitledFirstName] announces a white elephant has been located.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_095;I need to have it;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_095;I can't afford the animal;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_096;You hear a knock on your door, [Root.job_chancellor.GetTitledFirstName] creeps and after checking your blinds says a white elephant is available for purchase.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_096;I need to have it;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_096;I can't afford the animal;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_097;[Root.job_marshal.GetFirstName] tells you that last night smugglers were caught. In their posession was a pinkish elephant.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_097;These are very valuable.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_097;I can't afford to take care of it ...;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_097;Sell it;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_098;Dear Excellent [Root.GetTitledFirstName], it is most interesting have come to possess a white elephant as that is one of my pressing needs. As sovereign I need proof of my might in the flesh, not promise and this beast is a part of my plans. If you sell it to me I will pay 200 gold. Your servant [From.GetTitledFirstName];;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_098;Write a favorable reply.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_098;Write your refusal.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_099;Your [Root.job_chancellor.GetTitledFirstName] has news: [From.GetTitledFirstName] is selling a white elephant! If you buy it, surely it should be worth its weight in power.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_099;These are very valuable.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_099;I can't afford to take care of it ...;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_0100;[Root.job_marshal.GetFirstName] has a bizzare story. A group of traveling entertainers were on the road when he spot them moving with an elephant. This elephant was painted in a black and white motif. On inspection the black paint washed off revealing an unregistered white elephant. The troupe scattered and your marshal arrived to the palace this morning, after a sleepless night.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_0100;I will keep this elephant.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_0100;I can't afford this beauty;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_0100;Sell it;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_0100;[Root.job_marshal.GetFirstName] has a bizzare story. A group of traveling entertainers were on the road when he spot them moving with an elephant. This elephant was painted in a black and white motif. On inspection the black paint washed off revealing an unregistered white elephant. The troupe scattered and your marshal arrived to the palace this morning, after a sleepless night.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_0100;I will keep this elephant.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_0100;I can't afford this beauty;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_0100;Sell it;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
